customer_id,gender,age,city,state,customer_segment,registration_date
CUST000039,Male,59,Bengaluru,Karnataka,New,2022-04-07
CUST000040,Female,27,Siliguri,West Bengal,Occasional,2024-04-20
CUST000041,Female,48,Jaipur,Rajasthan,Regular,2021-04-22
CUST000042,Female,25,Kochi,Kerala,Premium,2019-06-05
CUST000043,Male,44,New Delhi,Delhi,Occasional,2023-05-06
CUST000044,Female,46,Indore,Madhya Pradesh,Regular,2023-04-22
CUST000045,Male,31,Bhopal,Madhya Pradesh,Regular,2020-01-16
CUST000046,Female,40,Noida,Uttar Pradesh,Regular,2020-11-14
CUST000047,Female,21,Vijayawada,Andhra Pradesh,Premium,2020-03-06
CUST000048,Male,69,Coimbatore,Tamil Nadu,Regular,2019-05-28
CUST000049,Female,51,Lucknow,Uttar Pradesh,Occasional,2018-11-16
CUST000050,Male,58,Udaipur,Rajasthan,Occasional,2021-08-05
CUST000051,Male,55,Kochi,Kerala,Occasional,2023-07-25
CUST000052,Female,44,Siliguri,West Bengal,Premium,2019-09-13
CUST000053,Male,36,Ahmedabad,Gujarat,New,2019-12-13
CUST000054,Male,48,Hyderabad,Telangana,New,2022-06-28
CUST000055,Male,20,Ranchi,Jharkhand,Premium,2021-02-17
CUST000056,Male,46,Chennai,Tamil Nadu,Premium,2020-03-06
CUST000057,Female,30,Chandigarh,Chandigarh,New,2023-01-21
CUST000058,Female,44,Udaipur,Rajasthan,New,2019-09-06
CUST000059,Female,60,Bhopal,Madhya Pradesh,Regular,2023-02-10
CUST000060,Male,49,Thiruvananthapuram,Kerala,Regular,2018-01-09
CUST000061,Male,63,Siliguri,West Bengal,Occasional,2020-04-21
CUST000062,Male,66,Hyderabad,Telangana,Occasional,2020-06-26
CUST000063,Female,67,Vijayawada,Andhra Pradesh,Occasional,2024-07-25
CUST000064,Female,54,Kanpur,Uttar Pradesh,New,2020-05-08
CUST000065,Female,20,Jaipur,Rajasthan,Regular,2024-03-17
CUST000066,Female,56,Vadodara,Gujarat,Regular,2018-02-23
CUST000067,Female,23,Thiruvananthapuram,Kerala,Occasional,2024-06-01
CUST000068,Female,20,Delhi,Delhi,Occasional,2018-11-08
CUST000069,Female,69,Bhubaneswar,Odisha,Occasional,2020-03-04
CUST000070,Male,30,Faridabad,Haryana,Regular,2021-06-09
CUST000071,Male,28,Jaipur,Rajasthan,Regular,2021-08-14
CUST000072,Female,44,Mysuru,Karnataka,Regular,2022-06-26
CUST000073,Female,70,Cuttack,Odisha,Regular,2024-02-20
CUST000074,Other,19,Kochi,Kerala,Regular,2020-09-28
CUST000075,Male,57,Cuttack,Odisha,Regular,2024-11-15
CUST000076,Male,61,Madurai,Tamil Nadu,New,2019-10-18
CUST000077,Female,29,Hyderabad,Telangana,New,2024-09-13
CUST000078,Female,64,Bhopal,Madhya Pradesh,New,2019-12-11
CUST000079,Male,57,Noida,Uttar Pradesh,New,2023-01-24
CUST000080,Female,29,Gurugram,Haryana,Premium,2018-02-19
CUST000081,Male,40,Indore,Madhya Pradesh,Regular,2018-03-14
CUST000082,Male,48,Mangaluru,Karnataka,New,2023-04-24
CUST000083,Female,27,Siliguri,West Bengal,Regular,2019-06-16
CUST000084,Female,70,Madurai,Tamil Nadu,New,2022-10-06
CUST000085,Male,52,Chennai,Tamil Nadu,New,2023-10-31
CUST000086,Male,23,Jaipur,Rajasthan,New,2022-11-25
CUST000087,Female,42,Pune,Maharashtra,Regular,2023-10-29
CUST000088,Male,48,Udaipur,Rajasthan,Occasional,2019-06-14
CUST000089,Female,71,Mumbai,Maharashtra,New,2018-06-29
CUST000090,Female,47,Thiruvananthapuram,Kerala,Occasional,2021-03-18
CUST000091,Male,32,Madurai,Tamil Nadu,New,2018-05-02
CUST000092,Female,63,Gurugram,Haryana,Regular,2024-09-20
CUST000093,Female,20,Mangaluru,Karnataka,Occasional,2020-10-29
CUST000094,Male,35,Mangaluru,Karnataka,Regular,2020-01-28
CUST000095,Male,70,Bengaluru,Karnataka,Regular,2023-12-26
CUST000096,Male,34,Kochi,Kerala,Premium,2020-12-09
CUST000097,Female,31,New Delhi,Delhi,Regular,2019-08-13
CUST000098,Female,63,Indore,Madhya Pradesh,Regular,2021-11-11
CUST000099,Male,33,Udaipur,Rajasthan,Occasional,2019-08-21
CUST000100,Male,68,Nagpur,Maharashtra,Regular,2020-02-06
CUST000101,Male,44,Lucknow,Uttar Pradesh,Regular,2022-10-02
CUST000102,Female,60,Madurai,Tamil Nadu,Regular,2018-06-28
CUST000103,Male,54,Hyderabad,Telangana,Regular,2020-04-18
CUST000104,Female,50,Mysuru,Karnataka,Regular,2020-02-06
CUST000105,Male,71,Mysuru,Karnataka,Premium,2021-08-16
CUST000106,Female,37,Kolkata,West Bengal,Regular,2024-12-26
CUST000107,Female,42,Bhubaneswar,Odisha,Regular,2023-06-19
CUST000108,Female,67,Thiruvananthapuram,Kerala,New,2019-10-31
CUST000109,Male,31,Indore,Madhya Pradesh,Premium,2024-03-22
CUST000110,Female,54,Chandigarh,Chandigarh,Premium,2021-04-21
CUST000111,Male,22,Faridabad,Haryana,Occasional,2022-02-20
CUST000112,Male,71,Kolkata,West Bengal,Regular,2024-06-15
CUST000113,Female,54,Lucknow,Uttar Pradesh,New,2024-10-28
CUST000114,Female,27,Hyderabad,Telangana,Regular,2024-12-25
CUST000115,Male,27,Vadodara,Gujarat,Regular,2018-04-28
CUST000116,Male,26,Cuttack,Odisha,New,2023-10-14
CUST000117,Female,31,Kanpur,Uttar Pradesh,Regular,2023-06-02
CUST000118,Female,50,Kanpur,Uttar Pradesh,Premium,2024-06-11
CUST000119,Male,46,Kochi,Kerala,Regular,2019-09-07
CUST000120,Female,41,Pune,Maharashtra,Occasional,2023-10-10
CUST000121,Male,23,Cuttack,Odisha,Occasional,2023-10-01
CUST000122,Female,43,Vadodara,Gujarat,New,2023-02-23
CUST000123,Female,56,Gurugram,Haryana,New,2019-06-10
CUST000124,Male,61,Ahmedabad,Gujarat,Occasional,2019-05-28
CUST000125,Female,64,Thiruvananthapuram,Kerala,Occasional,2023-02-20
CUST000126,Female,65,Vadodara,Gujarat,Regular,2021-11-18
CUST000127,Female,20,Warangal,Telangana,Premium,2018-02-14
CUST000128,Female,65,Mysuru,Karnataka,New,2020-02-26
CUST000129,Female,57,Jaipur,Rajasthan,Occasional,2023-03-05
CUST000130,Male,63,Chennai,Tamil Nadu,Regular,2022-01-30
CUST000131,Male,49,Kanpur,Uttar Pradesh,New,2019-01-04
CUST000132,Male,43,Ranchi,Jharkhand,New,2019-08-25
CUST000133,Other,20,Lucknow,Uttar Pradesh,Occasional,2018-08-03
CUST000134,Female,29,Bengaluru,Karnataka,Regular,2020-04-13
CUST000135,Female,31,Coimbatore,Tamil Nadu,Occasional,2021-05-09
CUST000136,Male,36,Kolkata,West Bengal,Occasional,2023-06-12
CUST000137,Female,21,New Delhi,Delhi,Occasional,2023-11-12
CUST000138,Female,29,Mysuru,Karnataka,Regular,2020-02-25
CUST000139,Female,52,Ranchi,Jharkhand,Regular,2019-03-12
CUST000140,Male,71,Cuttack,Odisha,Regular,2024-05-27
CUST000141,Male,40,Pune,Maharashtra,New,2020-10-22
CUST000142,Female,65,Ranchi,Jharkhand,Regular,2024-08-27
CUST000143,Female,20,Kanpur,Uttar Pradesh,New,2019-03-16
CUST000144,Male,20,Bengaluru,Karnataka,New,2018-10-08
CUST000145,Female,56,Udaipur,Rajasthan,Occasional,2020-06-29
CUST000146,Male,59,Hyderabad,Telangana,Regular,2020-10-11
CUST000147,Female,33,Ahmedabad,Gujarat,Occasional,2018-09-14
CUST000148,Female,30,Warangal,Telangana,Occasional,2020-11-24
CUST000149,Male,36,Vadodara,Gujarat,Premium,2022-01-30
CUST000150,Female,45,Pune,Maharashtra,Occasional,2021-04-05
CUST000151,Male,55,Delhi,Delhi,Regular,2021-01-28
CUST000152,Male,70,Madurai,Tamil Nadu,Occasional,2023-09-15
CUST000153,Female,26,Warangal,Telangana,Occasional,2021-12-08
CUST000154,Male,63,Lucknow,Uttar Pradesh,Occasional,2024-01-05
CUST000155,Male,34,Madurai,Tamil Nadu,New,2024-12-19
CUST000156,Male,24,Mysuru,Karnataka,Regular,2023-06-05
CUST000157,Male,25,Gurugram,Haryana,Occasional,2024-11-23
CUST000158,Male,54,Coimbatore,Tamil Nadu,Regular,2023-06-02
CUST000159,Male,69,Udaipur,Rajasthan,Regular,2019-07-01
CUST000160,Female,29,Nagpur,Maharashtra,Regular,2020-05-01
CUST000161,Male,71,Kanpur,Uttar Pradesh,New,2019-12-24
CUST000162,Female,45,Noida,Uttar Pradesh,Occasional,2019-09-09
CUST000163,Male,19,Noida,Uttar Pradesh,Occasional,2024-01-09
CUST000164,Male,65,Delhi,Delhi,Regular,2018-10-26
CUST000165,Male,45,Mumbai,Maharashtra,Regular,2022-06-17
CUST000166,Female,42,Ranchi,Jharkhand,Regular,2023-01-15
CUST000167,Female,44,Cuttack,Odisha,Occasional,2021-12-07
CUST000168,Female,52,Vijayawada,Andhra Pradesh,Regular,2022-03-20
CUST000169,Male,32,Delhi,Delhi,Regular,2022-07-04
CUST000170,Female,66,Nagpur,Maharashtra,Occasional,2023-03-10
CUST000171,Male,65,Mumbai,Maharashtra,Occasional,2021-07-28
CUST000172,Male,52,Delhi,Delhi,Occasional,2018-02-14
CUST000173,Female,64,Lucknow,Uttar Pradesh,Occasional,2021-09-06
CUST000174,Male,50,Chandigarh,Chandigarh,Regular,2021-03-04
CUST000175,Other,61,Bhubaneswar,Odisha,Regular,2019-04-23
CUST000176,Male,59,Kolkata,West Bengal,Premium,2024-06-27
CUST000177,Other,40,Chennai,Tamil Nadu,Regular,2020-09-18
CUST000178,Female,44,Indore,Madhya Pradesh,Regular,2023-02-26
CUST000179,Female,55,Ranchi,Jharkhand,Regular,2018-03-31
CUST000180,Male,25,Nagpur,Maharashtra,New,2020-05-03
CUST000181,Male,69,Bhopal,Madhya Pradesh,Regular,2024-10-04
CUST000182,Female,55,Mangaluru,Karnataka,Regular,2020-12-10
CUST000183,Male,68,Chennai,Tamil Nadu,Regular,2022-01-17
CUST000184,Female,21,Noida,Uttar Pradesh,Occasional,2020-02-08
CUST000185,Other,71,Gurugram,Haryana,Regular,2020-09-13
CUST000186,Male,65,Delhi,Delhi,Premium,2024-03-03
CUST000187,Female,22,Gurugram,Haryana,Regular,2021-06-08
CUST000188,Female,33,Hyderabad,Telangana,New,2020-08-09
CUST000189,Male,35,Thiruvananthapuram,Kerala,Regular,2019-07-07
CUST000190,Male,62,Kanpur,Uttar Pradesh,Regular,2018-03-08
CUST000191,Male,62,Vadodara,Gujarat,Regular,2024-02-14
CUST000192,Male,35,Vijayawada,Andhra Pradesh,Regular,2022-06-25
CUST000193,Female,25,Madurai,Tamil Nadu,Regular,2019-03-21
CUST000194,Male,46,Bhubaneswar,Odisha,Regular,2018-03-27
CUST000195,Female,38,Nagpur,Maharashtra,New,2024-06-20
CUST000196,Male,56,Noida,Uttar Pradesh,Regular,2021-08-21
CUST000197,Female,71,Noida,Uttar Pradesh,Premium,2022-04-08
CUST000198,Female,44,Bhubaneswar,Odisha,Occasional,2022-01-27
CUST000199,Male,64,Kolkata,West Bengal,Occasional,2023-12-31
CUST000200,Male,19,Nagpur,Maharashtra,Regular,2022-09-04
CUST000201,Female,21,Ranchi,Jharkhand,Regular,2023-08-27
CUST000202,Female,65,New Delhi,Delhi,Regular,2021-12-15
CUST000203,Male,29,Hyderabad,Telangana,Occasional,2024-12-01
CUST000204,Male,33,Thiruvananthapuram,Kerala,Occasional,2024-05-23
CUST000205,Male,42,Lucknow,Uttar Pradesh,Occasional,2019-03-27
CUST000206,Male,40,Noida,Uttar Pradesh,Regular,2024-01-17
CUST000207,Female,34,Kolkata,West Bengal,Occasional,2024-07-11
CUST000208,Female,69,Madurai,Tamil Nadu,Regular,2021-04-27
CUST000209,Male,59,Patna,Bihar,Occasional,2020-03-15
CUST000210,Other,64,Mysuru,Karnataka,New,2023-05-05
CUST000211,Male,68,Mysuru,Karnataka,Regular,2018-04-08
CUST000212,Female,63,Faridabad,Haryana,Occasional,2018-11-29
CUST000213,Male,18,Nagpur,Maharashtra,Regular,2021-09-10
CUST000214,Male,38,Bhopal,Madhya Pradesh,Regular,2019-03-02
CUST000215,Male,53,Mysuru,Karnataka,Occasional,2021-08-25
CUST000216,Male,19,Bhubaneswar,Odisha,Premium,2019-06-04
CUST000217,Female,40,Cuttack,Odisha,Occasional,2020-09-04
CUST000218,Female,57,Kochi,Kerala,Regular,2022-12-08
CUST000219,Male,19,Bhopal,Madhya Pradesh,New,2018-03-28
CUST000220,Female,60,Bhopal,Madhya Pradesh,New,2024-09-10
CUST000221,Male,27,Ranchi,Jharkhand,Regular,2021-12-07
CUST000222,Female,60,Chandigarh,Chandigarh,Premium,2020-05-17
CUST000223,Male,26,Cuttack,Odisha,Occasional,2020-02-14
CUST000224,Male,46,Coimbatore,Tamil Nadu,Premium,2021-08-14
CUST000225,Male,43,Jaipur,Rajasthan,Premium,2022-08-31
CUST000226,Female,53,Gurugram,Haryana,Regular,2021-10-02
CUST000227,Female,46,Hyderabad,Telangana,Occasional,2020-03-04
CUST000228,Male,21,Ranchi,Jharkhand,Regular,2021-04-03
CUST000229,Male,38,Hyderabad,Telangana,New,2023-12-22
CUST000230,Male,50,Surat,Gujarat,Regular,2018-11-07
CUST000231,Female,48,Chandigarh,Chandigarh,Occasional,2021-11-26
CUST000232,Female,45,Vijayawada,Andhra Pradesh,Regular,2022-11-24
CUST000233,Male,53,Cuttack,Odisha,Regular,2022-11-08
CUST000234,Male,50,Mysuru,Karnataka,Regular,2021-01-10
CUST000235,Female,21,Delhi,Delhi,Regular,2023-09-11
CUST000236,Male,21,Surat,Gujarat,New,2021-06-21
CUST000237,Male,50,Ranchi,Jharkhand,New,2019-12-13
CUST000238,Male,31,Vadodara,Gujarat,Regular,2018-09-25
CUST000239,Male,65,Ahmedabad,Gujarat,New,2018-11-14
CUST000240,Female,26,Ranchi,Jharkhand,Premium,2019-09-24
CUST000241,Female,41,Hyderabad,Telangana,Premium,2022-06-10
CUST000242,Male,42,New Delhi,Delhi,Occasional,2023-09-13
CUST000243,Female,24,Ahmedabad,Gujarat,Regular,2023-07-16
CUST000244,Male,63,Faridabad,Haryana,Occasional,2024-01-02
CUST000245,Female,45,Vadodara,Gujarat,Occasional,2023-01-21
CUST000246,Female,22,Hyderabad,Telangana,New,2023-03-24
CUST000247,Female,63,Lucknow,Uttar Pradesh,Regular,2018-12-04
CUST000248,Male,30,Faridabad,Haryana,New,2022-06-15
CUST000249,Male,19,Surat,Gujarat,Premium,2019-03-23
CUST000250,Male,37,Ranchi,Jharkhand,Occasional,2021-11-22
CUST000251,Female,29,Kanpur,Uttar Pradesh,Regular,2018-11-04
CUST000252,Male,70,Warangal,Telangana,Premium,2021-09-11
CUST000253,Female,44,Jaipur,Rajasthan,Regular,2020-10-31
CUST000254,Other,24,Noida,Uttar Pradesh,New,2022-03-19
CUST000255,Female,51,Warangal,Telangana,Regular,2024-05-05
CUST000256,Female,38,Faridabad,Haryana,Premium,2020-01-09
CUST000257,Male,35,Hyderabad,Telangana,Occasional,2021-10-19
CUST000258,Male,27,Thiruvananthapuram,Kerala,Premium,2024-07-03
CUST000259,Male,55,Visakhapatnam,Andhra Pradesh,Regular,2024-05-10
CUST000260,Female,56,Ranchi,Jharkhand,Regular,2022-11-24
CUST000261,Male,61,Indore,Madhya Pradesh,Occasional,2019-03-01
CUST000262,Female,38,Cuttack,Odisha,New,2024-01-23
CUST000263,Male,33,Mumbai,Maharashtra,Premium,2024-12-25
CUST000264,Male,68,Visakhapatnam,Andhra Pradesh,Premium,2021-11-26
CUST000265,Female,37,Faridabad,Haryana,Occasional,2021-09-18
CUST000266,Male,67,Noida,Uttar Pradesh,Premium,2024-02-27
CUST000267,Male,71,Gurugram,Haryana,New,2018-03-06
CUST000268,Female,63,Nagpur,Maharashtra,New,2018-07-01
CUST000269,Male,64,Madurai,Tamil Nadu,New,2023-09-08
CUST000270,Male,57,Kochi,Kerala,Regular,2020-02-14
CUST000271,Male,41,Hyderabad,Telangana,Occasional,2020-09-24
CUST000272,Female,64,Bhopal,Madhya Pradesh,Occasional,2024-03-14
CUST000273,Female,38,Indore,Madhya Pradesh,Regular,2020-09-29
CUST000274,Female,61,Pune,Maharashtra,Regular,2018-11-30
CUST000275,Male,48,Gurugram,Haryana,Occasional,2021-04-08
CUST000276,Male,71,Bhubaneswar,Odisha,Regular,2022-04-11
CUST000277,Male,67,Kochi,Kerala,Premium,2020-12-23
CUST000278,Female,27,Pune,Maharashtra,Regular,2024-04-13
CUST000279,Male,37,Mangaluru,Karnataka,New,2023-03-14
CUST000280,Male,31,Nagpur,Maharashtra,Premium,2018-12-07
CUST000281,Female,36,Udaipur,Rajasthan,Regular,2019-11-23
CUST000282,Female,47,Surat,Gujarat,Premium,2018-10-31
CUST000283,Male,33,Bhopal,Madhya Pradesh,Regular,2021-05-25
CUST000284,Male,39,Ranchi,Jharkhand,Premium,2020-07-14
CUST000285,Male,71,Indore,Madhya Pradesh,New,2022-10-30
CUST000286,Male,37,Visakhapatnam,Andhra Pradesh,Regular,2020-07-26
CUST000287,Female,23,Faridabad,Haryana,Regular,2018-12-07
CUST000288,Female,62,Udaipur,Rajasthan,Regular,2021-02-01
CUST000289,Female,60,Noida,Uttar Pradesh,Occasional,2018-07-16
CUST000290,Male,50,New Delhi,Delhi,Occasional,2024-02-04
CUST000291,Male,58,Ranchi,Jharkhand,Occasional,2022-12-25
CUST000292,Male,36,Visakhapatnam,Andhra Pradesh,Premium,2024-05-29
CUST000293,Male,22,Lucknow,Uttar Pradesh,Regular,2020-07-14
CUST000294,Female,24,Siliguri,West Bengal,Premium,2024-03-09
CUST000295,Male,51,Warangal,Telangana,Occasional,2018-01-06
CUST000296,Male,37,Warangal,Telangana,Regular,2024-11-18
CUST000297,Male,32,Pune,Maharashtra,Occasional,2023-03-07
CUST000298,Male,55,Ahmedabad,Gujarat,Regular,2019-07-18
CUST000299,Male,18,Warangal,Telangana,Regular,2024-10-24
CUST000300,Female,71,Vijayawada,Andhra Pradesh,Regular,2019-10-27
CUST000301,Male,22,Coimbatore,Tamil Nadu,Premium,2022-08-29
CUST000302,Female,51,Surat,Gujarat,Regular,2024-06-03
CUST000303,Male,71,Kanpur,Uttar Pradesh,Premium,2018-04-04
CUST000304,Male,38,Faridabad,Haryana,Regular,2021-06-29
CUST000305,Female,31,Coimbatore,Tamil Nadu,Regular,2022-05-09
CUST000306,Male,34,Vadodara,Gujarat,Occasional,2022-11-15
CUST000307,Female,29,Thiruvananthapuram,Kerala,New,2022-06-11
CUST000308,Male,44,Bhopal,Madhya Pradesh,Regular,2023-05-02
CUST000309,Female,23,Faridabad,Haryana,Regular,2022-12-10
CUST000310,Female,56,Jaipur,Rajasthan,Regular,2020-07-06
CUST000311,Female,65,Hyderabad,Telangana,Premium,2020-02-15
CUST000312,Female,42,Ranchi,Jharkhand,Regular,2024-11-19
CUST000313,Female,44,Bengaluru,Karnataka,Occasional,2018-04-18
CUST000314,Male,62,Cuttack,Odisha,New,2022-04-04
CUST000315,Female,19,Bhopal,Madhya Pradesh,Regular,2018-04-11
CUST000316,Female,39,Bhubaneswar,Odisha,Regular,2022-03-04
CUST000317,Male,49,Patna,Bihar,Occasional,2019-11-02
CUST000318,Male,71,Nagpur,Maharashtra,Occasional,2018-10-05
CUST000319,Female,34,Kolkata,West Bengal,Occasional,2021-05-18
CUST000320,Male,54,Bhubaneswar,Odisha,Premium,2023-05-16
CUST000321,Male,19,Bhopal,Madhya Pradesh,Regular,2018-07-15
CUST000322,Female,70,Vijayawada,Andhra Pradesh,Premium,2024-12-16
CUST000323,Male,69,Bengaluru,Karnataka,New,2021-08-13
CUST000324,Male,43,Madurai,Tamil Nadu,Regular,2019-02-10
CUST000325,Female,50,Thiruvananthapuram,Kerala,Premium,2020-07-27
CUST000326,Male,18,Hyderabad,Telangana,Occasional,2020-07-31
CUST000327,Female,57,Warangal,Telangana,Occasional,2019-10-16
CUST000328,Male,60,Indore,Madhya Pradesh,Regular,2022-05-13
CUST000329,Male,61,Delhi,Delhi,Occasional,2019-08-23
CUST000330,Male,53,Ahmedabad,Gujarat,Premium,2024-07-07
CUST000331,Female,56,Indore,Madhya Pradesh,Occasional,2019-11-16
CUST000332,Male,42,Visakhapatnam,Andhra Pradesh,Occasional,2021-08-12
CUST000333,Male,30,Thiruvananthapuram,Kerala,Occasional,2018-07-29
CUST000334,Male,56,Patna,Bihar,New,2019-07-07
CUST000335,Male,53,Bhubaneswar,Odisha,Regular,2018-11-18
CUST000336,Male,29,Noida,Uttar Pradesh,Regular,2023-08-29
CUST000337,Male,38,Chennai,Tamil Nadu,Premium,2019-01-20
CUST000338,Female,40,Nagpur,Maharashtra,Regular,2019-11-22
CUST000339,Male,35,Delhi,Delhi,Occasional,2020-12-11
CUST000340,Female,30,Madurai,Tamil Nadu,Premium,2018-12-30
CUST000341,Female,36,Bengaluru,Karnataka,Regular,2024-11-22
CUST000342,Male,52,Faridabad,Haryana,Regular,2020-11-27
CUST000343,Male,63,Surat,Gujarat,New,2022-05-02
CUST000344,Female,65,Ranchi,Jharkhand,New,2019-02-14
CUST000345,Female,51,Nagpur,Maharashtra,Regular,2021-01-24
CUST000346,Male,69,New Delhi,Delhi,Occasional,2024-05-27
CUST000347,Female,18,New Delhi,Delhi,Regular,2023-11-23
CUST000348,Male,63,Visakhapatnam,Andhra Pradesh,Premium,2018-07-21
CUST000349,Male,39,Udaipur,Rajasthan,Regular,2023-02-08
CUST000350,Male,45,Ahmedabad,Gujarat,Premium,2020-08-11
CUST000351,Female,21,Madurai,Tamil Nadu,Premium,2018-07-08
CUST000352,Female,54,Udaipur,Rajasthan,Regular,2021-09-19
CUST000353,Female,24,Faridabad,Haryana,New,2023-11-05
CUST000354,Male,28,Delhi,Delhi,Occasional,2020-08-02
CUST000355,Female,29,Vadodara,Gujarat,Occasional,2024-06-29
CUST000356,Male,57,Indore,Madhya Pradesh,Regular,2018-11-28
CUST000357,Female,70,Bhubaneswar,Odisha,Occasional,2021-09-02
CUST000358,Male,56,Cuttack,Odisha,Regular,2022-06-05
CUST000359,Male,52,Pune,Maharashtra,New,2021-10-18
CUST000360,Male,51,Kanpur,Uttar Pradesh,Regular,2024-05-27
CUST000361,Female,35,Warangal,Telangana,Regular,2024-07-07
CUST000362,Male,27,Chandigarh,Chandigarh,New,2019-03-13
CUST000363,Male,68,Udaipur,Rajasthan,Occasional,2023-05-13
CUST000364,Male,71,Madurai,Tamil Nadu,New,2019-08-19
CUST000365,Female,32,Gurugram,Haryana,New,2022-04-16
CUST000366,Female,43,Pune,Maharashtra,Occasional,2024-11-25
CUST000367,Female,66,Gurugram,Haryana,Regular,2021-12-04
CUST000368,Male,68,Lucknow,Uttar Pradesh,Occasional,2021-06-29
CUST000369,Male,20,Cuttack,Odisha,Regular,2023-02-27
CUST000370,Female,30,Bhopal,Madhya Pradesh,Premium,2021-09-25
CUST000371,Male,51,Indore,Madhya Pradesh,Regular,2022-03-04
CUST000372,Male,64,Nagpur,Maharashtra,Occasional,2018-07-04
CUST000373,Male,34,Noida,Uttar Pradesh,Premium,2018-03-12
CUST000374,Female,18,Bengaluru,Karnataka,Occasional,2024-01-27
CUST000375,Male,31,Nagpur,Maharashtra,Regular,2023-12-27
CUST000376,Female,18,Hyderabad,Telangana,Regular,2024-04-24
CUST000377,Female,41,Kochi,Kerala,Premium,2020-11-11
CUST000378,Male,71,Thiruvananthapuram,Kerala,Regular,2021-07-28
CUST000379,Male,28,Mysuru,Karnataka,Premium,2020-04-15
CUST000380,Other,20,Bengaluru,Karnataka,Premium,2019-09-21
CUST000381,Female,30,Ahmedabad,Gujarat,Regular,2019-03-16
CUST000382,Female,39,Indore,Madhya Pradesh,Regular,2022-01-17
CUST000383,Female,58,Nagpur,Maharashtra,Regular,2018-11-29
CUST000384,Male,64,Indore,Madhya Pradesh,Occasional,2018-11-19
CUST000385,Female,58,Thiruvananthapuram,Kerala,Regular,2023-09-16
CUST000386,Male,47,Coimbatore,Tamil Nadu,Premium,2021-01-04
CUST000387,Female,42,Vijayawada,Andhra Pradesh,Occasional,2024-09-19
CUST000388,Female,24,Coimbatore,Tamil Nadu,Regular,2020-04-16
CUST000389,Female,42,Vijayawada,Andhra Pradesh,Occasional,2023-06-12
CUST000390,Female,56,Indore,Madhya Pradesh,Occasional,2024-10-01
CUST000391,Female,42,Mumbai,Maharashtra,Regular,2021-05-12
CUST000392,Male,19,Delhi,Delhi,New,2024-03-11
CUST000393,Female,51,Kochi,Kerala,Occasional,2023-08-24
CUST000394,Male,39,Noida,Uttar Pradesh,Regular,2019-04-02
CUST000395,Female,71,Surat,Gujarat,Regular,2018-03-02
CUST000396,Male,70,Warangal,Telangana,Regular,2024-12-26
CUST000397,Male,18,Bhubaneswar,Odisha,Occasional,2019-03-05
CUST000398,Female,35,Vijayawada,Andhra Pradesh,Occasional,2023-05-18
